2.916500000000000000e+04,1.574000000000000000e+03,1.849000000000000000e+03,2.287000000000000000e+03
2.918100000000000000e+04,1.578000000000000000e+03,1.843000000000000000e+03,2.275000000000000000e+03
2.919100000000000000e+04,1.582000000000000000e+03,1.840000000000000000e+03,2.285000000000000000e+03
2.920100000000000000e+04,1.584000000000000000e+03,1.846000000000000000e+03,2.283000000000000000e+03
2.921100000000000000e+04,1.584000000000000000e+03,1.837000000000000000e+03,2.279000000000000000e+03
2.922100000000000000e+04,1.584000000000000000e+03,1.837000000000000000e+03,2.285000000000000000e+03
2.923100000000000000e+04,1.584000000000000000e+03,1.831000000000000000e+03,2.268000000000000000e+03
2.924100000000000000e+04,1.571000000000000000e+03,1.827000000000000000e+03,2.285000000000000000e+03
2.925100000000000000e+04,1.564000000000000000e+03,1.834000000000000000e+03,2.279000000000000000e+03
2.926100000000000000e+04,1.577000000000000000e+03,1.840000000000000000e+03,2.290000000000000000e+03
2.927100000000000000e+04,1.584000000000000000e+03,1.849000000000000000e+03,2.295000000000000000e+03
2.928100000000000000e+04,1.585000000000000000e+03,1.858000000000000000e+03,2.307000000000000000e+03
2.929100000000000000e+04,1.591000000000000000e+03,1.858000000000000000e+03,2.299000000000000000e+03
2.930100000000000000e+04,1.585000000000000000e+03,1.856000000000000000e+03,2.294000000000000000e+03
2.931100000000000000e+04,1.584000000000000000e+03,1.853000000000000000e+03,2.287000000000000000e+03
2.932100000000000000e+04,1.575000000000000000e+03,1.841000000000000000e+03,2.283000000000000000e+03
2.933100000000000000e+04,1.575000000000000000e+03,1.830000000000000000e+03,2.287000000000000000e+03
2.934100000000000000e+04,1.568000000000000000e+03,1.825000000000000000e+03,2.291000000000000000e+03
2.935100000000000000e+04,1.571000000000000000e+03,1.813000000000000000e+03,2.300000000000000000e+03
2.936100000000000000e+04,1.585000000000000000e+03,1.831000000000000000e+03,2.305000000000000000e+03
2.937100000000000000e+04,1.584000000000000000e+03,1.843000000000000000e+03,2.315000000000000000e+03
2.938100000000000000e+04,1.577000000000000000e+03,1.851000000000000000e+03,2.317000000000000000e+03
2.939100000000000000e+04,1.584000000000000000e+03,1.854000000000000000e+03,2.302000000000000000e+03
2.940100000000000000e+04,1.587000000000000000e+03,1.851000000000000000e+03,2.299000000000000000e+03
2.941100000000000000e+04,1.573000000000000000e+03,1.847000000000000000e+03,2.288000000000000000e+03
2.942100000000000000e+04,1.570000000000000000e+03,1.841000000000000000e+03,2.278000000000000000e+03
2.943100000000000000e+04,1.578000000000000000e+03,1.840000000000000000e+03,2.284000000000000000e+03
2.944100000000000000e+04,1.565000000000000000e+03,1.830000000000000000e+03,2.290000000000000000e+03
2.945100000000000000e+04,1.565000000000000000e+03,1.830000000000000000e+03,2.301000000000000000e+03
2.946100000000000000e+04,1.571000000000000000e+03,1.832000000000000000e+03,2.299000000000000000e+03
2.947100000000000000e+04,1.571000000000000000e+03,1.840000000000000000e+03,2.303000000000000000e+03
2.948100000000000000e+04,1.572000000000000000e+03,1.835000000000000000e+03,2.303000000000000000e+03
2.949100000000000000e+04,1.579000000000000000e+03,1.845000000000000000e+03,2.289000000000000000e+03
2.950100000000000000e+04,1.576000000000000000e+03,1.847000000000000000e+03,2.301000000000000000e+03
2.951100000000000000e+04,1.584000000000000000e+03,1.846000000000000000e+03,2.301000000000000000e+03
2.952100000000000000e+04,1.583000000000000000e+03,1.846000000000000000e+03,2.302000000000000000e+03
2.953100000000000000e+04,1.585000000000000000e+03,1.855000000000000000e+03,2.291000000000000000e+03
2.954100000000000000e+04,1.584000000000000000e+03,1.842000000000000000e+03,2.289000000000000000e+03
2.955100000000000000e+04,1.575000000000000000e+03,1.840000000000000000e+03,2.282000000000000000e+03
2.956100000000000000e+04,1.577000000000000000e+03,1.843000000000000000e+03,2.281000000000000000e+03
