5.912000000000000000e+03,4.772000000000000000e+03
5.932000000000000000e+03,4.760000000000000000e+03
5.952000000000000000e+03,4.754000000000000000e+03
5.972000000000000000e+03,4.743000000000000000e+03
5.992000000000000000e+03,4.741000000000000000e+03
6.012000000000000000e+03,4.732000000000000000e+03
6.032000000000000000e+03,4.719000000000000000e+03
6.052000000000000000e+03,4.703000000000000000e+03
6.072000000000000000e+03,4.679000000000000000e+03
6.092000000000000000e+03,4.660000000000000000e+03
6.112000000000000000e+03,4.642000000000000000e+03
6.132000000000000000e+03,4.651000000000000000e+03
6.152000000000000000e+03,4.789000000000000000e+03
6.172000000000000000e+03,4.845000000000000000e+03
6.192000000000000000e+03,5.045000000000000000e+03
6.212000000000000000e+03,5.107000000000000000e+03
6.232000000000000000e+03,5.241000000000000000e+03
6.252000000000000000e+03,5.268000000000000000e+03
6.272000000000000000e+03,5.296000000000000000e+03
6.292000000000000000e+03,5.288000000000000000e+03
6.312000000000000000e+03,5.250000000000000000e+03
6.332000000000000000e+03,5.238000000000000000e+03
6.352000000000000000e+03,5.213000000000000000e+03
6.372000000000000000e+03,5.203000000000000000e+03
6.392000000000000000e+03,5.188000000000000000e+03
6.412000000000000000e+03,5.183000000000000000e+03
6.432000000000000000e+03,5.206000000000000000e+03
6.452000000000000000e+03,5.223000000000000000e+03
6.472000000000000000e+03,5.295000000000000000e+03
6.492000000000000000e+03,5.318000000000000000e+03
6.512000000000000000e+03,5.377000000000000000e+03
6.532000000000000000e+03,5.389000000000000000e+03
6.552000000000000000e+03,5.395000000000000000e+03
6.572000000000000000e+03,5.387000000000000000e+03
6.592000000000000000e+03,5.344000000000000000e+03
6.612000000000000000e+03,5.336000000000000000e+03
6.632000000000000000e+03,5.280000000000000000e+03
6.652000000000000000e+03,5.262000000000000000e+03
6.672000000000000000e+03,5.215000000000000000e+03
6.692000000000000000e+03,5.200000000000000000e+03
6.712000000000000000e+03,5.166000000000000000e+03
6.732000000000000000e+03,5.157000000000000000e+03
6.752000000000000000e+03,5.137000000000000000e+03
6.772000000000000000e+03,5.135000000000000000e+03
6.792000000000000000e+03,5.129000000000000000e+03
6.812000000000000000e+03,5.128000000000000000e+03
6.832000000000000000e+03,5.125000000000000000e+03
6.852000000000000000e+03,5.124000000000000000e+03
6.872000000000000000e+03,5.110000000000000000e+03
6.892000000000000000e+03,5.106000000000000000e+03
6.912000000000000000e+03,5.087000000000000000e+03
6.932000000000000000e+03,5.084000000000000000e+03
6.952000000000000000e+03,5.062000000000000000e+03
6.972000000000000000e+03,5.054000000000000000e+03
6.992000000000000000e+03,5.032000000000000000e+03
7.012000000000000000e+03,5.024000000000000000e+03
7.032000000000000000e+03,5.003000000000000000e+03
7.052000000000000000e+03,4.989000000000000000e+03
7.072000000000000000e+03,4.970000000000000000e+03
7.092000000000000000e+03,4.965000000000000000e+03
7.112000000000000000e+03,4.962000000000000000e+03
7.132000000000000000e+03,4.951000000000000000e+03
7.152000000000000000e+03,4.952000000000000000e+03
7.172000000000000000e+03,4.942000000000000000e+03
7.192000000000000000e+03,4.942000000000000000e+03
7.212000000000000000e+03,4.927000000000000000e+03
7.232000000000000000e+03,4.933000000000000000e+03
7.252000000000000000e+03,4.917000000000000000e+03
7.272000000000000000e+03,4.918000000000000000e+03
7.292000000000000000e+03,4.904000000000000000e+03
7.312000000000000000e+03,4.903000000000000000e+03
7.332000000000000000e+03,4.886000000000000000e+03
7.352000000000000000e+03,4.879000000000000000e+03
7.372000000000000000e+03,4.866000000000000000e+03
7.392000000000000000e+03,4.858000000000000000e+03
7.412000000000000000e+03,4.852000000000000000e+03
7.432000000000000000e+03,4.978000000000000000e+03
7.452000000000000000e+03,5.052000000000000000e+03
7.472000000000000000e+03,5.348000000000000000e+03
7.492000000000000000e+03,5.448000000000000000e+03
7.512000000000000000e+03,5.717000000000000000e+03
7.532000000000000000e+03,5.783000000000000000e+03
7.552000000000000000e+03,5.931000000000000000e+03
7.572000000000000000e+03,5.950000000000000000e+03
7.592000000000000000e+03,5.948000000000000000e+03
7.612000000000000000e+03,5.935000000000000000e+03
7.632000000000000000e+03,5.903000000000000000e+03
7.652000000000000000e+03,5.896000000000000000e+03
7.672000000000000000e+03,5.896000000000000000e+03
7.692000000000000000e+03,5.901000000000000000e+03
7.712000000000000000e+03,5.920000000000000000e+03
7.732000000000000000e+03,5.928000000000000000e+03
7.752000000000000000e+03,5.999000000000000000e+03
7.772000000000000000e+03,6.024000000000000000e+03
7.792000000000000000e+03,6.098000000000000000e+03
7.812000000000000000e+03,6.113000000000000000e+03
7.832000000000000000e+03,6.131000000000000000e+03
7.852000000000000000e+03,6.122000000000000000e+03
7.872000000000000000e+03,6.086000000000000000e+03
7.892000000000000000e+03,6.066000000000000000e+03
7.912000000000000000e+03,5.985000000000000000e+03
7.932000000000000000e+03,5.965000000000000000e+03
7.952000000000000000e+03,5.877000000000000000e+03
7.972000000000000000e+03,5.859000000000000000e+03
7.992000000000000000e+03,5.798000000000000000e+03
8.012000000000000000e+03,5.786000000000000000e+03
8.032000000000000000e+03,5.744000000000000000e+03
8.052000000000000000e+03,5.736000000000000000e+03
8.072000000000000000e+03,5.720000000000000000e+03
8.092000000000000000e+03,5.710000000000000000e+03
8.112000000000000000e+03,5.701000000000000000e+03
8.132000000000000000e+03,5.695000000000000000e+03
8.152000000000000000e+03,5.682000000000000000e+03
8.172000000000000000e+03,5.678000000000000000e+03
8.192000000000000000e+03,5.644000000000000000e+03
8.212000000000000000e+03,5.641000000000000000e+03
8.232000000000000000e+03,5.597000000000000000e+03
8.252000000000000000e+03,5.588000000000000000e+03
8.272000000000000000e+03,5.540000000000000000e+03
8.292000000000000000e+03,5.527000000000000000e+03
8.312000000000000000e+03,5.495000000000000000e+03
8.332000000000000000e+03,5.473000000000000000e+03
8.352000000000000000e+03,5.445000000000000000e+03
8.372000000000000000e+03,5.420000000000000000e+03
8.392000000000000000e+03,5.388000000000000000e+03
8.412000000000000000e+03,5.371000000000000000e+03
8.432000000000000000e+03,5.355000000000000000e+03
8.452000000000000000e+03,5.333000000000000000e+03
8.472000000000000000e+03,5.314000000000000000e+03
8.492000000000000000e+03,5.292000000000000000e+03
8.512000000000000000e+03,5.277000000000000000e+03
8.532000000000000000e+03,5.256000000000000000e+03
8.552000000000000000e+03,5.235000000000000000e+03
8.572000000000000000e+03,5.221000000000000000e+03
8.592000000000000000e+03,5.195000000000000000e+03
8.612000000000000000e+03,5.186000000000000000e+03
8.632000000000000000e+03,5.158000000000000000e+03
8.652000000000000000e+03,5.152000000000000000e+03
8.672000000000000000e+03,5.129000000000000000e+03
8.692000000000000000e+03,5.112000000000000000e+03
8.712000000000000000e+03,5.086000000000000000e+03
8.732000000000000000e+03,5.074000000000000000e+03
8.752000000000000000e+03,5.050000000000000000e+03
8.772000000000000000e+03,5.034000000000000000e+03
8.792000000000000000e+03,5.040000000000000000e+03
8.812000000000000000e+03,5.075000000000000000e+03
8.832000000000000000e+03,5.303000000000000000e+03
8.852000000000000000e+03,5.404000000000000000e+03
8.872000000000000000e+03,5.708000000000000000e+03
8.892000000000000000e+03,5.807000000000000000e+03
8.912000000000000000e+03,6.032000000000000000e+03
8.932000000000000000e+03,6.083000000000000000e+03
8.952000000000000000e+03,6.121000000000000000e+03
8.972000000000000000e+03,6.116000000000000000e+03
8.992000000000000000e+03,6.054000000000000000e+03
9.012000000000000000e+03,6.036000000000000000e+03
9.032000000000000000e+03,6.007000000000000000e+03
9.052000000000000000e+03,6.007000000000000000e+03
9.072000000000000000e+03,6.001000000000000000e+03
9.092000000000000000e+03,6.005000000000000000e+03
9.112000000000000000e+03,6.039000000000000000e+03
9.132000000000000000e+03,6.060000000000000000e+03
9.152000000000000000e+03,6.131000000000000000e+03
9.172000000000000000e+03,6.153000000000000000e+03
9.192000000000000000e+03,6.204000000000000000e+03
9.212000000000000000e+03,6.211000000000000000e+03
9.232000000000000000e+03,6.190000000000000000e+03
9.252000000000000000e+03,6.171000000000000000e+03
9.272000000000000000e+03,6.106000000000000000e+03
9.292000000000000000e+03,6.078000000000000000e+03
9.312000000000000000e+03,6.004000000000000000e+03
9.332000000000000000e+03,5.970000000000000000e+03
9.352000000000000000e+03,5.912000000000000000e+03
9.372000000000000000e+03,5.885000000000000000e+03
9.392000000000000000e+03,5.848000000000000000e+03
9.412000000000000000e+03,5.827000000000000000e+03
9.432000000000000000e+03,5.819000000000000000e+03
9.452000000000000000e+03,5.800000000000000000e+03
9.472000000000000000e+03,5.807000000000000000e+03
9.492000000000000000e+03,5.792000000000000000e+03
9.512000000000000000e+03,5.801000000000000000e+03
9.532000000000000000e+03,5.782000000000000000e+03
9.552000000000000000e+03,5.780000000000000000e+03
9.572000000000000000e+03,5.755000000000000000e+03
9.592000000000000000e+03,5.742000000000000000e+03
9.612000000000000000e+03,5.713000000000000000e+03
9.632000000000000000e+03,5.699000000000000000e+03
9.652000000000000000e+03,5.664000000000000000e+03
9.672000000000000000e+03,5.643000000000000000e+03
9.692000000000000000e+03,5.610000000000000000e+03
9.712000000000000000e+03,5.589000000000000000e+03
9.732000000000000000e+03,5.555000000000000000e+03
9.752000000000000000e+03,5.533000000000000000e+03
9.772000000000000000e+03,5.505000000000000000e+03
9.792000000000000000e+03,5.497000000000000000e+03
9.812000000000000000e+03,5.471000000000000000e+03
9.832000000000000000e+03,5.458000000000000000e+03
9.852000000000000000e+03,5.438000000000000000e+03
9.872000000000000000e+03,5.432000000000000000e+03
9.892000000000000000e+03,5.406000000000000000e+03
9.912000000000000000e+03,5.404000000000000000e+03
9.932000000000000000e+03,5.379000000000000000e+03
9.952000000000000000e+03,5.370000000000000000e+03
9.972000000000000000e+03,5.349000000000000000e+03
9.992000000000000000e+03,5.331000000000000000e+03
1.001200000000000000e+04,5.314000000000000000e+03
1.003200000000000000e+04,5.300000000000000000e+03
1.005200000000000000e+04,5.275000000000000000e+03
1.007200000000000000e+04,5.310000000000000000e+03
1.009200000000000000e+04,5.351000000000000000e+03
1.011200000000000000e+04,5.597000000000000000e+03
1.013200000000000000e+04,5.694000000000000000e+03
1.015200000000000000e+04,6.009000000000000000e+03
1.017200000000000000e+04,6.096000000000000000e+03
1.019200000000000000e+04,6.285000000000000000e+03
1.021200000000000000e+04,6.303000000000000000e+03
1.023200000000000000e+04,6.290000000000000000e+03
1.025200000000000000e+04,6.267000000000000000e+03
1.027200000000000000e+04,6.191000000000000000e+03
1.029200000000000000e+04,6.171000000000000000e+03
1.031200000000000000e+04,6.141000000000000000e+03
